Date,Commodity,State,District,Price,Land_Size_Acres,Market,Quantity
2024-12-13,Groundnut,Maharashtra,Indore,8155.45,50,Indore,175
2024-12-14,Groundnut,Maharashtra,Indore,8481.83,50,Indore,386
2024-12-15,Groundnut,Maharashtra,Indore,8070.34,50,Indore,218
2024-12-16,Groundnut,Maharashtra,Indore,8097.34,50,Indore,188
2024-12-17,Groundnut,Maharashtra,Indore,8073.82,50,Indore,54
2024-12-18,Groundnut,Maharashtra,Indore,8617.22,50,Indore,115
2024-12-19,Groundnut,Maharashtra,Indore,7986.15,50,Indore,160
2024-12-20,Groundnut,Maharashtra,Indore,8102.14,50,Indore,233
2024-12-21,Groundnut,Maharashtra,Indore,8564.16,50,Indore,317
2024-12-22,Groundnut,Maharashtra,Indore,8183.33,50,Indore,219
2024-12-23,Groundnut,Maharashtra,Indore,8494.39,50,Indore,411
2024-12-24,Groundnut,Maharashtra,Indore,7893.9,50,Indore,293
2024-12-25,Groundnut,Maharashtra,Indore,8119.65,50,Indore,380
2024-12-26,Groundnut,Maharashtra,Indore,8640.46,50,Indore,187
2024-12-27,Groundnut,Maharashtra,Indore,8006.07,50,Indore,77
2024-12-28,Groundnut,Maharashtra,Indore,8177.36,50,Indore,56
2024-12-29,Groundnut,Maharashtra,Indore,8313.46,50,Indore,447
2024-12-30,Groundnut,Maharashtra,Indore,7953.35,50,Indore,382
2024-12-31,Groundnut,Maharashtra,Indore,8139.51,50,Indore,366
2025-01-01,Groundnut,Maharashtra,Indore,8310.93,50,Indore,100
2025-01-02,Groundnut,Maharashtra,Indore,8304.54,50,Indore,475
2025-01-03,Groundnut,Maharashtra,Indore,8687.96,50,Indore,185
2025-01-04,Groundnut,Maharashtra,Indore,8779.51,50,Indore,227
2025-01-05,Groundnut,Maharashtra,Indore,8073.38,50,Indore,178
2025-01-06,Groundnut,Maharashtra,Indore,8376.62,50,Indore,246
2025-01-07,Groundnut,Maharashtra,Indore,8558.44,50,Indore,316
2025-01-08,Groundnut,Maharashtra,Indore,8823.9,50,Indore,156
2025-01-09,Groundnut,Maharashtra,Indore,8597.26,50,Indore,97
2025-01-10,Groundnut,Maharashtra,Indore,8481.59,50,Indore,187
2025-01-11,Groundnut,Maharashtra,Indore,8606.76,50,Indore,448
2025-01-12,Groundnut,Maharashtra,Indore,8621.3,50,Indore,152
2025-01-13,Groundnut,Maharashtra,Indore,8153.1,50,Indore,96
2025-01-14,Groundnut,Maharashtra,Indore,8501.37,50,Indore,202
2025-01-15,Groundnut,Maharashtra,Indore,8893.27,50,Indore,417
2025-01-16,Groundnut,Maharashtra,Indore,8405.17,50,Indore,55
2025-01-17,Groundnut,Maharashtra,Indore,8517.93,50,Indore,60
2025-01-18,Groundnut,Maharashtra,Indore,8417.92,50,Indore,66
2025-01-19,Groundnut,Maharashtra,Indore,7807.96,50,Indore,192
2025-01-20,Groundnut,Maharashtra,Indore,8519.58,50,Indore,321
2025-01-21,Groundnut,Maharashtra,Indore,8615.08,50,Indore,361
2025-01-22,Groundnut,Maharashtra,Indore,8381.79,50,Indore,115
2025-01-23,Groundnut,Maharashtra,Indore,8199.98,50,Indore,469
2025-01-24,Groundnut,Maharashtra,Indore,8292.86,50,Indore,388
2025-01-25,Groundnut,Maharashtra,Indore,8796.81,50,Indore,471
2025-01-26,Groundnut,Maharashtra,Indore,9169.66,50,Indore,380
2025-01-27,Groundnut,Maharashtra,Indore,9002.81,50,Indore,305
2025-01-28,Groundnut,Maharashtra,Indore,8194.78,50,Indore,176
2025-01-29,Groundnut,Maharashtra,Indore,8864.31,50,Indore,180
2025-01-30,Groundnut,Maharashtra,Indore,8418.63,50,Indore,67
2025-01-31,Groundnut,Maharashtra,Indore,8452.38,50,Indore,256
2025-02-01,Groundnut,Maharashtra,Indore,8497.77,50,Indore,138
2025-02-02,Groundnut,Maharashtra,Indore,8857.3,50,Indore,487
2025-02-03,Groundnut,Maharashtra,Indore,8942.18,50,Indore,292
2025-02-04,Groundnut,Maharashtra,Indore,8633.73,50,Indore,399
2025-02-05,Groundnut,Maharashtra,Indore,8647.37,50,Indore,66
2025-02-06,Groundnut,Maharashtra,Indore,8819.32,50,Indore,272
2025-02-07,Groundnut,Maharashtra,Indore,8858.6,50,Indore,419
2025-02-08,Groundnut,Maharashtra,Indore,9049.03,50,Indore,412
2025-02-09,Groundnut,Maharashtra,Indore,8318.61,50,Indore,259
2025-02-10,Groundnut,Maharashtra,Indore,8717.49,50,Indore,148
2025-02-11,Groundnut,Maharashtra,Indore,8398.42,50,Indore,62
2025-02-12,Groundnut,Maharashtra,Indore,8710.69,50,Indore,368
2025-02-13,Groundnut,Maharashtra,Indore,8665.06,50,Indore,319
2025-02-14,Groundnut,Maharashtra,Indore,8725.61,50,Indore,236
2025-02-15,Groundnut,Maharashtra,Indore,8506.23,50,Indore,469
2025-02-16,Groundnut,Maharashtra,Indore,8306.26,50,Indore,323
2025-02-17,Groundnut,Maharashtra,Indore,8130.2,50,Indore,182
2025-02-18,Groundnut,Maharashtra,Indore,8725.04,50,Indore,63
2025-02-19,Groundnut,Maharashtra,Indore,8640.75,50,Indore,330
2025-02-20,Groundnut,Maharashtra,Indore,8572.69,50,Indore,93
2025-02-21,Groundnut,Maharashtra,Indore,9177.44,50,Indore,426
2025-02-22,Groundnut,Maharashtra,Indore,8527.82,50,Indore,344
2025-02-23,Groundnut,Maharashtra,Indore,9215.46,50,Indore,445
2025-02-24,Groundnut,Maharashtra,Indore,9282.09,50,Indore,153
2025-02-25,Groundnut,Maharashtra,Indore,8213.97,50,Indore,494
2025-02-26,Groundnut,Maharashtra,Indore,8831.03,50,Indore,111
2025-02-27,Groundnut,Maharashtra,Indore,8687.25,50,Indore,102
2025-02-28,Groundnut,Maharashtra,Indore,7937.23,50,Indore,358
2025-03-01,Groundnut,Maharashtra,Indore,8380.77,50,Indore,461
2025-03-02,Groundnut,Maharashtra,Indore,9049.79,50,Indore,468
2025-03-03,Groundnut,Maharashtra,Indore,9425.99,50,Indore,167
2025-03-04,Groundnut,Maharashtra,Indore,9093.72,50,Indore,370
2025-03-05,Groundnut,Maharashtra,Indore,8922.45,50,Indore,180
2025-03-06,Groundnut,Maharashtra,Indore,8821.18,50,Indore,348
2025-03-07,Groundnut,Maharashtra,Indore,9334.36,50,Indore,355
2025-03-08,Groundnut,Maharashtra,Indore,9475.78,50,Indore,248
2025-03-09,Groundnut,Maharashtra,Indore,8656.76,50,Indore,442
2025-03-10,Groundnut,Maharashtra,Indore,8234.09,50,Indore,85
2025-03-11,Groundnut,Maharashtra,Indore,8205.67,50,Indore,328
2025-03-12,Groundnut,Maharashtra,Indore,9232.49,50,Indore,265
2025-03-13,Groundnut,Maharashtra,Indore,8822.37,50,Indore,123
2025-03-14,Groundnut,Maharashtra,Indore,8891.78,50,Indore,355
2025-03-15,Groundnut,Maharashtra,Indore,8299.7,50,Indore,104
2025-03-16,Groundnut,Maharashtra,Indore,8610.8,50,Indore,430
2025-03-17,Groundnut,Maharashtra,Indore,8747.72,50,Indore,61
2025-03-18,Groundnut,Maharashtra,Indore,8898.1,50,Indore,132
2025-03-19,Groundnut,Maharashtra,Indore,8715.32,50,Indore,81
2025-03-20,Groundnut,Maharashtra,Indore,8522.61,50,Indore,457
2025-03-21,Groundnut,Maharashtra,Indore,8597.11,50,Indore,135
2025-03-22,Groundnut,Maharashtra,Indore,9193.42,50,Indore,281
2025-03-23,Groundnut,Maharashtra,Indore,8902.56,50,Indore,460
2025-03-24,Groundnut,Maharashtra,Indore,9010.75,50,Indore,494
2025-03-25,Groundnut,Maharashtra,Indore,8555.18,50,Indore,324
2025-03-26,Groundnut,Maharashtra,Indore,7936.2,50,Indore,250
2025-03-27,Groundnut,Maharashtra,Indore,8662.7,50,Indore,100
2025-03-28,Groundnut,Maharashtra,Indore,8556.71,50,Indore,369
2025-03-29,Groundnut,Maharashtra,Indore,8918.21,50,Indore,305
2025-03-30,Groundnut,Maharashtra,Indore,9795.82,50,Indore,290
2025-03-31,Groundnut,Maharashtra,Indore,9015.02,50,Indore,254
2025-04-01,Groundnut,Maharashtra,Indore,9623.4,50,Indore,435
2025-04-02,Groundnut,Maharashtra,Indore,8969.16,50,Indore,469
2025-04-03,Groundnut,Maharashtra,Indore,8605.26,50,Indore,433
2025-04-04,Groundnut,Maharashtra,Indore,8894.08,50,Indore,444
2025-04-05,Groundnut,Maharashtra,Indore,9319.15,50,Indore,245
2025-04-06,Groundnut,Maharashtra,Indore,9328.87,50,Indore,293
2025-04-07,Groundnut,Maharashtra,Indore,8602.23,50,Indore,369
2025-04-08,Groundnut,Maharashtra,Indore,8845.39,50,Indore,50
2025-04-09,Groundnut,Maharashtra,Indore,8335.05,50,Indore,138
2025-04-10,Groundnut,Maharashtra,Indore,9005.42,50,Indore,331
2025-04-11,Groundnut,Maharashtra,Indore,9218.0,50,Indore,188
2025-04-12,Groundnut,Maharashtra,Indore,8757.71,50,Indore,136
2025-04-13,Groundnut,Maharashtra,Indore,8539.12,50,Indore,51
2025-04-14,Groundnut,Maharashtra,Indore,8840.73,50,Indore,398
2025-04-15,Groundnut,Maharashtra,Indore,8851.09,50,Indore,217
2025-04-16,Groundnut,Maharashtra,Indore,8743.16,50,Indore,168
2025-04-17,Groundnut,Maharashtra,Indore,8765.2,50,Indore,437
2025-04-18,Groundnut,Maharashtra,Indore,8652.01,50,Indore,129
2025-04-19,Groundnut,Maharashtra,Indore,8995.32,50,Indore,160
2025-04-20,Groundnut,Maharashtra,Indore,8909.59,50,Indore,214
2025-04-21,Groundnut,Maharashtra,Indore,8385.8,50,Indore,431
2025-04-22,Groundnut,Maharashtra,Indore,8369.37,50,Indore,494
2025-04-23,Groundnut,Maharashtra,Indore,8587.87,50,Indore,268
2025-04-24,Groundnut,Maharashtra,Indore,8876.7,50,Indore,54
2025-04-25,Groundnut,Maharashtra,Indore,8691.34,50,Indore,448
2025-04-26,Groundnut,Maharashtra,Indore,8445.09,50,Indore,264
2025-04-27,Groundnut,Maharashtra,Indore,8707.43,50,Indore,244
2025-04-28,Groundnut,Maharashtra,Indore,8520.5,50,Indore,331
2025-04-29,Groundnut,Maharashtra,Indore,8874.5,50,Indore,55
2025-04-30,Groundnut,Maharashtra,Indore,8700.71,50,Indore,428
2025-05-01,Groundnut,Maharashtra,Indore,8496.49,50,Indore,349
2025-05-02,Groundnut,Maharashtra,Indore,8650.66,50,Indore,107
2025-05-03,Groundnut,Maharashtra,Indore,8965.69,50,Indore,386
2025-05-04,Groundnut,Maharashtra,Indore,8390.11,50,Indore,351
2025-05-05,Groundnut,Maharashtra,Indore,8671.48,50,Indore,151
2025-05-06,Groundnut,Maharashtra,Indore,8519.07,50,Indore,475
2025-05-07,Groundnut,Maharashtra,Indore,8657.7,50,Indore,97
2025-05-08,Groundnut,Maharashtra,Indore,8322.49,50,Indore,419
2025-05-09,Groundnut,Maharashtra,Indore,8541.09,50,Indore,460
2025-05-10,Groundnut,Maharashtra,Indore,8829.33,50,Indore,325
2025-05-11,Groundnut,Maharashtra,Indore,8204.74,50,Indore,420
2025-05-12,Groundnut,Maharashtra,Indore,8075.76,50,Indore,212
2025-05-13,Groundnut,Maharashtra,Indore,8075.77,50,Indore,381
2025-05-14,Groundnut,Maharashtra,Indore,8100.52,50,Indore,481
2025-05-15,Groundnut,Maharashtra,Indore,8618.71,50,Indore,245
2025-05-16,Groundnut,Maharashtra,Indore,8006.63,50,Indore,426
2025-05-17,Groundnut,Maharashtra,Indore,8327.2,50,Indore,485
2025-05-18,Groundnut,Maharashtra,Indore,8590.13,50,Indore,414
2025-05-19,Groundnut,Maharashtra,Indore,8517.62,50,Indore,373
2025-05-20,Groundnut,Maharashtra,Indore,8264.84,50,Indore,181
2025-05-21,Groundnut,Maharashtra,Indore,8425.58,50,Indore,472
2025-05-22,Groundnut,Maharashtra,Indore,8388.15,50,Indore,454
2025-05-23,Groundnut,Maharashtra,Indore,8276.36,50,Indore,115
2025-05-24,Groundnut,Maharashtra,Indore,8267.92,50,Indore,449
2025-05-25,Groundnut,Maharashtra,Indore,8989.27,50,Indore,440
2025-05-26,Groundnut,Maharashtra,Indore,8548.83,50,Indore,132
2025-05-27,Groundnut,Maharashtra,Indore,9037.56,50,Indore,314
2025-05-28,Groundnut,Maharashtra,Indore,8131.54,50,Indore,278
2025-05-29,Groundnut,Maharashtra,Indore,8242.35,50,Indore,322
2025-05-30,Groundnut,Maharashtra,Indore,7855.35,50,Indore,268
2025-05-31,Groundnut,Maharashtra,Indore,7999.21,50,Indore,274
2025-06-01,Groundnut,Maharashtra,Indore,8799.71,50,Indore,162
2025-06-02,Groundnut,Maharashtra,Indore,8059.53,50,Indore,189
2025-06-03,Groundnut,Maharashtra,Indore,8778.89,50,Indore,234
2025-06-04,Groundnut,Maharashtra,Indore,7817.02,50,Indore,222
2025-06-05,Groundnut,Maharashtra,Indore,7860.89,50,Indore,425
2025-06-06,Groundnut,Maharashtra,Indore,8061.43,50,Indore,60
2025-06-07,Groundnut,Maharashtra,Indore,8131.52,50,Indore,446
2025-06-08,Groundnut,Maharashtra,Indore,8414.39,50,Indore,208
2025-06-09,Groundnut,Maharashtra,Indore,8259.51,50,Indore,254
2025-06-10,Groundnut,Maharashtra,Indore,7986.18,50,Indore,279
2025-06-11,Groundnut,Maharashtra,Indore,8057.87,50,Indore,75
2025-06-12,Groundnut,Maharashtra,Indore,7988.93,50,Indore,368
2025-06-13,Groundnut,Maharashtra,Indore,7797.04,50,Indore,208
2025-06-14,Groundnut,Maharashtra,Indore,7791.84,50,Indore,327
2025-06-15,Groundnut,Maharashtra,Indore,8353.39,50,Indore,439
2025-06-16,Groundnut,Maharashtra,Indore,7483.39,50,Indore,197
2025-06-17,Groundnut,Maharashtra,Indore,8503.88,50,Indore,315
2025-06-18,Groundnut,Maharashtra,Indore,7902.62,50,Indore,132
2025-06-19,Groundnut,Maharashtra,Indore,7760.64,50,Indore,468
2025-06-20,Groundnut,Maharashtra,Indore,8201.23,50,Indore,75
2025-06-21,Groundnut,Maharashtra,Indore,8411.8,50,Indore,120
2025-06-22,Groundnut,Maharashtra,Indore,8288.5,50,Indore,86
2025-06-23,Groundnut,Maharashtra,Indore,8090.78,50,Indore,441
2025-06-24,Groundnut,Maharashtra,Indore,8253.35,50,Indore,182
2025-06-25,Groundnut,Maharashtra,Indore,7399.45,50,Indore,477
2025-06-26,Groundnut,Maharashtra,Indore,7745.01,50,Indore,175
2025-06-27,Groundnut,Maharashtra,Indore,7615.43,50,Indore,164
2025-06-28,Groundnut,Maharashtra,Indore,8243.45,50,Indore,141
2025-06-29,Groundnut,Maharashtra,Indore,7748.36,50,Indore,291
2025-06-30,Groundnut,Maharashtra,Indore,8104.44,50,Indore,249
2025-07-01,Groundnut,Maharashtra,Indore,7999.06,50,Indore,256
2025-07-02,Groundnut,Maharashtra,Indore,7567.18,50,Indore,166
2025-07-03,Groundnut,Maharashtra,Indore,7637.42,50,Indore,268
2025-07-04,Groundnut,Maharashtra,Indore,8189.39,50,Indore,354
2025-07-05,Groundnut,Maharashtra,Indore,7556.41,50,Indore,292
2025-07-06,Groundnut,Maharashtra,Indore,7814.42,50,Indore,341
2025-07-07,Groundnut,Maharashtra,Indore,7530.2,50,Indore,331
2025-07-08,Groundnut,Maharashtra,Indore,7658.88,50,Indore,350
2025-07-09,Groundnut,Maharashtra,Indore,7727.42,50,Indore,366
2025-07-10,Groundnut,Maharashtra,Indore,7494.72,50,Indore,221
2025-07-11,Groundnut,Maharashtra,Indore,7429.87,50,Indore,437
2025-07-12,Groundnut,Maharashtra,Indore,7792.42,50,Indore,125
2025-07-13,Groundnut,Maharashtra,Indore,7441.77,50,Indore,258
2025-07-14,Groundnut,Maharashtra,Indore,7440.77,50,Indore,363
2025-07-15,Groundnut,Maharashtra,Indore,7391.14,50,Indore,154
2025-07-16,Groundnut,Maharashtra,Indore,7638.51,50,Indore,75
2025-07-17,Groundnut,Maharashtra,Indore,7934.15,50,Indore,400
2025-07-18,Groundnut,Maharashtra,Indore,8092.29,50,Indore,128
2025-07-19,Groundnut,Maharashtra,Indore,7411.99,50,Indore,177
2025-07-20,Groundnut,Maharashtra,Indore,8264.42,50,Indore,462
2025-07-21,Groundnut,Maharashtra,Indore,7307.63,50,Indore,186
2025-07-22,Groundnut,Maharashtra,Indore,7923.97,50,Indore,383
2025-07-23,Groundnut,Maharashtra,Indore,7372.41,50,Indore,85
2025-07-24,Groundnut,Maharashtra,Indore,7317.81,50,Indore,437
2025-07-25,Groundnut,Maharashtra,Indore,7345.98,50,Indore,108
2025-07-26,Groundnut,Maharashtra,Indore,7544.16,50,Indore,279
2025-07-27,Groundnut,Maharashtra,Indore,7724.53,50,Indore,470
2025-07-28,Groundnut,Maharashtra,Indore,7742.31,50,Indore,173
2025-07-29,Groundnut,Maharashtra,Indore,7249.13,50,Indore,137
2025-07-30,Groundnut,Maharashtra,Indore,7226.58,50,Indore,386
2025-07-31,Groundnut,Maharashtra,Indore,7239.81,50,Indore,190
2025-08-01,Groundnut,Maharashtra,Indore,7472.9,50,Indore,453
2025-08-02,Groundnut,Maharashtra,Indore,7434.95,50,Indore,322
2025-08-03,Groundnut,Maharashtra,Indore,7204.81,50,Indore,100
2025-08-04,Groundnut,Maharashtra,Indore,7562.79,50,Indore,104
2025-08-05,Groundnut,Maharashtra,Indore,8152.92,50,Indore,466
2025-08-06,Groundnut,Maharashtra,Indore,7315.16,50,Indore,454
2025-08-07,Groundnut,Maharashtra,Indore,7329.14,50,Indore,386
2025-08-08,Groundnut,Maharashtra,Indore,7619.91,50,Indore,199
2025-08-09,Groundnut,Maharashtra,Indore,7277.38,50,Indore,202
2025-08-10,Groundnut,Maharashtra,Indore,7638.92,50,Indore,268
2025-08-11,Groundnut,Maharashtra,Indore,7216.08,50,Indore,268
2025-08-12,Groundnut,Maharashtra,Indore,7974.9,50,Indore,415
2025-08-13,Groundnut,Maharashtra,Indore,7522.51,50,Indore,445
2025-08-14,Groundnut,Maharashtra,Indore,7227.1,50,Indore,448
2025-08-15,Groundnut,Maharashtra,Indore,7230.74,50,Indore,391
2025-08-16,Groundnut,Maharashtra,Indore,7247.66,50,Indore,307
2025-08-17,Groundnut,Maharashtra,Indore,7808.29,50,Indore,437
2025-08-18,Groundnut,Maharashtra,Indore,7010.71,50,Indore,94
2025-08-19,Groundnut,Maharashtra,Indore,7186.05,50,Indore,318
2025-08-20,Groundnut,Maharashtra,Indore,7213.25,50,Indore,360
2025-08-21,Groundnut,Maharashtra,Indore,7372.57,50,Indore,209
2025-08-22,Groundnut,Maharashtra,Indore,7291.7,50,Indore,327
2025-08-23,Groundnut,Maharashtra,Indore,6921.64,50,Indore,394
2025-08-24,Groundnut,Maharashtra,Indore,7245.26,50,Indore,104
2025-08-25,Groundnut,Maharashtra,Indore,7331.77,50,Indore,194
2025-08-26,Groundnut,Maharashtra,Indore,7169.85,50,Indore,284
2025-08-27,Groundnut,Maharashtra,Indore,7561.19,50,Indore,228
2025-08-28,Groundnut,Maharashtra,Indore,7628.09,50,Indore,257
2025-08-29,Groundnut,Maharashtra,Indore,7326.09,50,Indore,185
2025-08-30,Groundnut,Maharashtra,Indore,7416.34,50,Indore,494
2025-08-31,Groundnut,Maharashtra,Indore,6696.66,50,Indore,402
2025-09-01,Groundnut,Maharashtra,Indore,7216.68,50,Indore,443
2025-09-02,Groundnut,Maharashtra,Indore,7642.72,50,Indore,324
2025-09-03,Groundnut,Maharashtra,Indore,7212.74,50,Indore,433
2025-09-04,Groundnut,Maharashtra,Indore,7117.33,50,Indore,447
2025-09-05,Groundnut,Maharashtra,Indore,8020.78,50,Indore,372
2025-09-06,Groundnut,Maharashtra,Indore,7882.4,50,Indore,232
2025-09-07,Groundnut,Maharashtra,Indore,7476.39,50,Indore,110
2025-09-08,Groundnut,Maharashtra,Indore,7677.46,50,Indore,489
2025-09-09,Groundnut,Maharashtra,Indore,6667.92,50,Indore,112
2025-09-10,Groundnut,Maharashtra,Indore,7099.59,50,Indore,410
2025-09-11,Groundnut,Maharashtra,Indore,7195.25,50,Indore,264
2025-09-12,Groundnut,Maharashtra,Indore,7266.06,50,Indore,409
2025-09-13,Groundnut,Maharashtra,Indore,7190.73,50,Indore,188
2025-09-14,Groundnut,Maharashtra,Indore,6573.8,50,Indore,480
2025-09-15,Groundnut,Maharashtra,Indore,7455.95,50,Indore,183
2025-09-16,Groundnut,Maharashtra,Indore,7504.81,50,Indore,83
2025-09-17,Groundnut,Maharashtra,Indore,7824.09,50,Indore,242
2025-09-18,Groundnut,Maharashtra,Indore,7109.06,50,Indore,404
2025-09-19,Groundnut,Maharashtra,Indore,7086.78,50,Indore,369
2025-09-20,Groundnut,Maharashtra,Indore,6546.34,50,Indore,136
2025-09-21,Groundnut,Maharashtra,Indore,7265.01,50,Indore,259
2025-09-22,Groundnut,Maharashtra,Indore,7626.39,50,Indore,130
2025-09-23,Groundnut,Maharashtra,Indore,7175.74,50,Indore,371
2025-09-24,Groundnut,Maharashtra,Indore,8005.74,50,Indore,464
2025-09-25,Groundnut,Maharashtra,Indore,7289.4,50,Indore,388
2025-09-26,Groundnut,Maharashtra,Indore,7414.38,50,Indore,239
2025-09-27,Groundnut,Maharashtra,Indore,6965.48,50,Indore,487
2025-09-28,Groundnut,Maharashtra,Indore,7464.94,50,Indore,397
2025-09-29,Groundnut,Maharashtra,Indore,6789.56,50,Indore,282
2025-09-30,Groundnut,Maharashtra,Indore,7596.28,50,Indore,441
2025-10-01,Groundnut,Maharashtra,Indore,7610.54,50,Indore,475
2025-10-02,Groundnut,Maharashtra,Indore,7806.25,50,Indore,218
2025-10-03,Groundnut,Maharashtra,Indore,7097.96,50,Indore,492
2025-10-04,Groundnut,Maharashtra,Indore,7457.82,50,Indore,300
2025-10-05,Groundnut,Maharashtra,Indore,7584.71,50,Indore,217
2025-10-06,Groundnut,Maharashtra,Indore,7554.39,50,Indore,280
2025-10-07,Groundnut,Maharashtra,Indore,7168.47,50,Indore,199
2025-10-08,Groundnut,Maharashtra,Indore,6717.03,50,Indore,201
2025-10-09,Groundnut,Maharashtra,Indore,7545.49,50,Indore,87
2025-10-10,Groundnut,Maharashtra,Indore,7402.64,50,Indore,435
2025-10-11,Groundnut,Maharashtra,Indore,7285.59,50,Indore,430
2025-10-12,Groundnut,Maharashtra,Indore,7692.18,50,Indore,346
2025-10-13,Groundnut,Maharashtra,Indore,7457.13,50,Indore,324
2025-10-14,Groundnut,Maharashtra,Indore,7082.65,50,Indore,154
2025-10-15,Groundnut,Maharashtra,Indore,6906.98,50,Indore,435
2025-10-16,Groundnut,Maharashtra,Indore,7155.94,50,Indore,397
2025-10-17,Groundnut,Maharashtra,Indore,8220.93,50,Indore,401
2025-10-18,Groundnut,Maharashtra,Indore,7728.46,50,Indore,111
2025-10-19,Groundnut,Maharashtra,Indore,7577.0,50,Indore,65
2025-10-20,Groundnut,Maharashtra,Indore,7474.89,50,Indore,399
2025-10-21,Groundnut,Maharashtra,Indore,7464.33,50,Indore,199
2025-10-22,Groundnut,Maharashtra,Indore,7898.05,50,Indore,191
2025-10-23,Groundnut,Maharashtra,Indore,7410.24,50,Indore,165
2025-10-24,Groundnut,Maharashtra,Indore,7740.2,50,Indore,361
2025-10-25,Groundnut,Maharashtra,Indore,7472.47,50,Indore,114
2025-10-26,Groundnut,Maharashtra,Indore,8169.1,50,Indore,478
2025-10-27,Groundnut,Maharashtra,Indore,7819.96,50,Indore,359
2025-10-28,Groundnut,Maharashtra,Indore,7981.33,50,Indore,243
2025-10-29,Groundnut,Maharashtra,Indore,7442.89,50,Indore,391
2025-10-30,Groundnut,Maharashtra,Indore,7946.37,50,Indore,479
2025-10-31,Groundnut,Maharashtra,Indore,7546.03,50,Indore,210
2025-11-01,Groundnut,Maharashtra,Indore,7683.84,50,Indore,355
2025-11-02,Groundnut,Maharashtra,Indore,8152.52,50,Indore,410
2025-11-03,Groundnut,Maharashtra,Indore,7360.5,50,Indore,327
2025-11-04,Groundnut,Maharashtra,Indore,7745.78,50,Indore,345
2025-11-05,Groundnut,Maharashtra,Indore,7827.82,50,Indore,88
2025-11-06,Groundnut,Maharashtra,Indore,7864.18,50,Indore,410
2025-11-07,Groundnut,Maharashtra,Indore,7584.83,50,Indore,218
2025-11-08,Groundnut,Maharashtra,Indore,8357.97,50,Indore,117
2025-11-09,Groundnut,Maharashtra,Indore,7355.76,50,Indore,56
2025-11-10,Groundnut,Maharashtra,Indore,8194.18,50,Indore,134
2025-11-11,Groundnut,Maharashtra,Indore,8133.43,50,Indore,248
2025-11-12,Groundnut,Maharashtra,Indore,8351.7,50,Indore,181
2025-11-13,Groundnut,Maharashtra,Indore,7317.59,50,Indore,125
2025-11-14,Groundnut,Maharashtra,Indore,7546.16,50,Indore,299
2025-11-15,Groundnut,Maharashtra,Indore,8267.24,50,Indore,396
2025-11-16,Groundnut,Maharashtra,Indore,7269.5,50,Indore,492
2025-11-17,Groundnut,Maharashtra,Indore,7363.73,50,Indore,258
2025-11-18,Groundnut,Maharashtra,Indore,7712.33,50,Indore,133
2025-11-19,Groundnut,Maharashtra,Indore,7929.67,50,Indore,272
2025-11-20,Groundnut,Maharashtra,Indore,8363.07,50,Indore,302
2025-11-21,Groundnut,Maharashtra,Indore,7843.25,50,Indore,459
2025-11-22,Groundnut,Maharashtra,Indore,7729.86,50,Indore,80
2025-11-23,Groundnut,Maharashtra,Indore,8019.33,50,Indore,404
2025-11-24,Groundnut,Maharashtra,Indore,8080.45,50,Indore,250
2025-11-25,Groundnut,Maharashtra,Indore,8085.67,50,Indore,101
2025-11-26,Groundnut,Maharashtra,Indore,7913.69,50,Indore,417
2025-11-27,Groundnut,Maharashtra,Indore,7394.41,50,Indore,121
2025-11-28,Groundnut,Maharashtra,Indore,7719.57,50,Indore,70
2025-11-29,Groundnut,Maharashtra,Indore,8434.9,50,Indore,65
2025-11-30,Groundnut,Maharashtra,Indore,8078.96,50,Indore,484
2025-12-01,Groundnut,Maharashtra,Indore,7940.14,50,Indore,65
2025-12-02,Groundnut,Maharashtra,Indore,8386.46,50,Indore,451
2025-12-03,Groundnut,Maharashtra,Indore,7726.12,50,Indore,224
2025-12-04,Groundnut,Maharashtra,Indore,8011.73,50,Indore,361
2025-12-05,Groundnut,Maharashtra,Indore,8134.87,50,Indore,461
2025-12-06,Groundnut,Maharashtra,Indore,7975.37,50,Indore,387
2025-12-07,Groundnut,Maharashtra,Indore,8152.27,50,Indore,127
2025-12-08,Groundnut,Maharashtra,Indore,8080.01,50,Indore,489
2025-12-09,Groundnut,Maharashtra,Indore,7730.8,50,Indore,289
2015-12-12,Sesame,Maharashtra,Indore,6357.44,50,Indore,330
2015-12-13,Sesame,Maharashtra,Indore,5989.24,50,Indore,438
2015-12-14,Sesame,Maharashtra,Indore,6875.32,50,Indore,350
2015-12-15,Sesame,Maharashtra,Indore,5888.24,50,Indore,435
2015-12-16,Sesame,Maharashtra,Indore,6901.29,50,Indore,475
2015-12-17,Sesame,Maharashtra,Indore,6342.81,50,Indore,299
2015-12-18,Sesame,Maharashtra,Indore,6029.4,50,Indore,471
2015-12-19,Sesame,Maharashtra,Indore,6698.98,50,Indore,280
2015-12-20,Sesame,Maharashtra,Indore,6605.98,50,Indore,52
2015-12-21,Sesame,Maharashtra,Indore,6051.43,50,Indore,223
2015-12-22,Sesame,Maharashtra,Indore,6437.85,50,Indore,289
2015-12-23,Sesame,Maharashtra,Indore,6872.18,50,Indore,455
2015-12-24,Sesame,Maharashtra,Indore,6350.58,50,Indore,153
2015-12-25,Sesame,Maharashtra,Indore,6991.46,50,Indore,338
2015-12-26,Sesame,Maharashtra,Indore,6278.05,50,Indore,293
