Date,Commodity,Price,Market,Quantity
2024-10-11,Groundnut,5023.09,Mumbai,343
2024-10-12,Groundnut,4838.21,Delhi,494
2024-10-13,Groundnut,4744.69,Delhi,116
2024-10-14,Groundnut,4697.39,Surat,582
2024-10-15,Groundnut,4655.62,Chennai,601
2024-10-16,Groundnut,5019.25,Indore,499
2024-10-17,Groundnut,4764.93,Indore,245
2024-10-18,Groundnut,4671.12,Chennai,979
2024-10-19,Groundnut,4622.13,Mumbai,858
2024-10-20,Groundnut,4813.69,Indore,983
2024-10-21,Groundnut,4710.92,Chennai,601
2024-10-22,Groundnut,4668.7,Indore,383
2024-10-23,Groundnut,4513.37,Chennai,969
2024-10-24,Groundnut,4985.36,Mumbai,632
2024-10-25,Groundnut,4769.71,Surat,262
2024-10-26,Groundnut,4584.22,Delhi,708
2024-10-27,Groundnut,4751.12,Indore,438
2024-10-28,Groundnut,4919.42,Chennai,226
2024-10-29,Groundnut,4819.72,Surat,804
2024-10-30,Groundnut,4856.64,Indore,960
2024-10-31,Groundnut,4831.58,Mumbai,602
2024-11-01,Groundnut,4572.45,Surat,402
2024-11-02,Groundnut,5022.4,Indore,795
2024-11-03,Groundnut,4496.05,Indore,294
2024-11-04,Groundnut,4935.14,Mumbai,746
2024-11-05,Groundnut,4971.2,Mumbai,660
2024-11-06,Groundnut,4809.49,Mumbai,512
2024-11-07,Groundnut,4929.64,Delhi,954
2024-11-08,Groundnut,4809.14,Chennai,334
2024-11-09,Groundnut,4943.4,Chennai,855
2024-11-10,Groundnut,5074.74,Mumbai,938
2024-11-11,Groundnut,4723.69,Surat,450
2024-11-12,Groundnut,5022.99,Surat,986
2024-11-13,Groundnut,5232.86,Indore,180
2024-11-14,Groundnut,4953.59,Surat,166
2024-11-15,Groundnut,4806.46,Mumbai,981
2024-11-16,Groundnut,5366.24,Indore,856
2024-11-17,Groundnut,4937.95,Mumbai,567
2024-11-18,Groundnut,4973.24,Surat,808
2024-11-19,Groundnut,4984.23,Chennai,987
2024-11-20,Groundnut,5030.24,Mumbai,538
2024-11-21,Groundnut,4879.91,Indore,226
2024-11-22,Groundnut,4992.79,Chennai,128
2024-11-23,Groundnut,5152.43,Chennai,818
2024-11-24,Groundnut,4894.61,Delhi,793
2024-11-25,Groundnut,4892.67,Mumbai,532
2024-11-26,Groundnut,4925.73,Mumbai,596
2024-11-27,Groundnut,4772.14,Surat,784
2024-11-28,Groundnut,4862.77,Surat,593
2024-11-29,Groundnut,4862.34,Delhi,410
2024-11-30,Groundnut,5014.75,Indore,768
2024-12-01,Groundnut,5189.95,Delhi,775
2024-12-02,Groundnut,5321.41,Indore,765
2024-12-03,Groundnut,5050.13,Indore,969
2024-12-04,Groundnut,5138.07,Delhi,194
2024-12-05,Groundnut,5103.61,Surat,938
2024-12-06,Groundnut,4644.47,Indore,861
2024-12-07,Groundnut,4841.86,Surat,832
2024-12-08,Groundnut,5232.04,Surat,522
2024-12-09,Groundnut,5259.88,Surat,739
2024-12-10,Groundnut,5263.76,Chennai,911
2024-12-11,Groundnut,5069.59,Chennai,154
2024-12-12,Groundnut,4714.75,Chennai,609
2024-12-13,Groundnut,4916.63,Chennai,509
2024-12-14,Groundnut,4955.89,Indore,765
2024-12-15,Groundnut,5265.44,Chennai,833
2024-12-16,Groundnut,5076.96,Indore,769
2024-12-17,Groundnut,5495.3,Indore,862
2024-12-18,Groundnut,5459.56,Delhi,398
2024-12-19,Groundnut,5509.63,Chennai,660
2024-12-20,Groundnut,5000.47,Mumbai,940
2024-12-21,Groundnut,5290.86,Chennai,396
2024-12-22,Groundnut,5106.12,Delhi,688
2024-12-23,Groundnut,5276.16,Chennai,320
2024-12-24,Groundnut,5058.45,Indore,190
2024-12-25,Groundnut,5473.81,Indore,107
2024-12-26,Groundnut,5080.22,Surat,419
2024-12-27,Groundnut,4857.19,Delhi,368
2024-12-28,Groundnut,5662.44,Chennai,774
2024-12-29,Groundnut,5353.24,Chennai,537
2024-12-30,Groundnut,5059.98,Chennai,194
2024-12-31,Groundnut,5250.41,Mumbai,569
2025-01-01,Groundnut,5176.56,Chennai,815
2025-01-02,Groundnut,5302.15,Indore,613
2025-01-03,Groundnut,5470.62,Delhi,293
2025-01-04,Groundnut,5448.27,Delhi,998
2025-01-05,Groundnut,5378.91,Indore,295
2025-01-06,Groundnut,5338.25,Mumbai,597
2025-01-07,Groundnut,5561.96,Surat,764
2025-01-08,Groundnut,4970.13,Delhi,973
2025-01-09,Groundnut,5214.43,Indore,320
2025-01-10,Groundnut,5177.44,Mumbai,253
2025-01-11,Groundnut,5583.37,Mumbai,378
2025-01-12,Groundnut,5243.21,Surat,915
2025-01-13,Groundnut,5142.72,Surat,613
2025-01-14,Groundnut,5518.63,Indore,741
2025-01-15,Groundnut,5235.84,Mumbai,689
2025-01-16,Groundnut,5356.22,Surat,340
2025-01-17,Groundnut,5911.34,Chennai,839
2025-01-18,Groundnut,5601.24,Indore,335
2025-01-19,Groundnut,5410.26,Delhi,642
2025-01-20,Groundnut,5436.86,Delhi,591
2025-01-21,Groundnut,5651.14,Chennai,333
2025-01-22,Groundnut,5610.73,Delhi,890
2025-01-23,Groundnut,5501.74,Indore,515
2025-01-24,Groundnut,5515.73,Surat,128
2025-01-25,Groundnut,5207.39,Mumbai,407
2025-01-26,Groundnut,5173.65,Indore,261
2025-01-27,Groundnut,5484.5,Chennai,951
2025-01-28,Groundnut,5401.37,Chennai,224
2025-01-29,Groundnut,5653.33,Indore,975
2025-01-30,Groundnut,5583.57,Delhi,342
2025-01-31,Groundnut,5397.52,Delhi,860
2025-02-01,Groundnut,5592.59,Chennai,572
2025-02-02,Groundnut,5484.1,Chennai,593
2025-02-03,Groundnut,5988.79,Indore,181
2025-02-04,Groundnut,5660.35,Delhi,111
2025-02-05,Groundnut,5278.54,Mumbai,548
2025-02-06,Groundnut,5962.23,Delhi,213
2025-02-07,Groundnut,5478.88,Delhi,882
2025-02-08,Groundnut,5417.86,Indore,607
2025-02-09,Groundnut,6048.74,Mumbai,161
2025-02-10,Groundnut,5696.28,Chennai,914
2025-02-11,Groundnut,5774.29,Indore,804
2025-02-12,Groundnut,5787.66,Surat,990
2025-02-13,Groundnut,5606.67,Mumbai,694
2025-02-14,Groundnut,5540.11,Mumbai,668
2025-02-15,Groundnut,5579.35,Surat,418
2025-02-16,Groundnut,5989.49,Chennai,703
2025-02-17,Groundnut,5714.88,Mumbai,534
2025-02-18,Groundnut,5943.0,Surat,232
2025-02-19,Groundnut,5671.32,Mumbai,185
2025-02-20,Groundnut,5541.61,Surat,906
2025-02-21,Groundnut,5410.21,Surat,279
2025-02-22,Groundnut,5834.1,Surat,737
2025-02-23,Groundnut,6049.05,Indore,120
2025-02-24,Groundnut,5538.65,Chennai,204
2025-02-25,Groundnut,5824.02,Delhi,542
2025-02-26,Groundnut,5451.6,Mumbai,627
2025-02-27,Groundnut,5620.83,Mumbai,439
2025-02-28,Groundnut,5790.69,Delhi,954
2025-03-01,Groundnut,5396.45,Delhi,174
2025-03-02,Groundnut,5743.38,Delhi,893
2025-03-03,Groundnut,5584.39,Delhi,736
2025-03-04,Groundnut,5877.31,Mumbai,797
2025-03-05,Groundnut,5727.77,Delhi,991
2025-03-06,Groundnut,5953.1,Delhi,882
2025-03-07,Groundnut,5713.52,Delhi,192
2025-03-08,Groundnut,5501.05,Mumbai,826
2025-03-09,Groundnut,5480.1,Indore,628
2025-03-10,Groundnut,5399.51,Surat,364
2025-03-11,Groundnut,5911.59,Delhi,391
2025-03-12,Groundnut,6300.09,Mumbai,563
2025-03-13,Groundnut,5879.01,Surat,659
2025-03-14,Groundnut,6129.64,Indore,196
2025-03-15,Groundnut,6025.08,Delhi,435
2025-03-16,Groundnut,5697.68,Surat,857
2025-03-17,Groundnut,6057.26,Chennai,307
2025-03-18,Groundnut,5711.19,Surat,865
2025-03-19,Groundnut,5717.72,Chennai,361
2025-03-20,Groundnut,5770.17,Delhi,430
2025-03-21,Groundnut,5781.92,Chennai,870
2025-03-22,Groundnut,5948.56,Surat,173
2025-03-23,Groundnut,5684.09,Chennai,799
2025-03-24,Groundnut,5997.93,Mumbai,919
2025-03-25,Groundnut,5996.75,Indore,861
2025-03-26,Groundnut,5891.94,Surat,497
2025-03-27,Groundnut,6212.67,Mumbai,683
2025-03-28,Groundnut,6083.47,Indore,935
2025-03-29,Groundnut,6041.05,Surat,554
2025-03-30,Groundnut,5841.29,Delhi,214
2025-03-31,Groundnut,5899.22,Mumbai,327
2025-04-01,Groundnut,5934.28,Delhi,957
2025-04-02,Groundnut,5832.68,Chennai,917
2025-04-03,Groundnut,5755.29,Delhi,627
2025-04-04,Groundnut,5349.47,Indore,141
2025-04-05,Groundnut,5974.24,Mumbai,721
2025-04-06,Groundnut,6038.89,Surat,118
2025-04-07,Groundnut,5598.15,Delhi,266
2025-04-08,Groundnut,5951.04,Mumbai,502
2025-04-09,Groundnut,5711.18,Mumbai,211
2025-04-10,Groundnut,5755.51,Delhi,506
2025-04-11,Groundnut,6090.15,Chennai,696
2025-04-12,Groundnut,5628.91,Indore,138
2025-04-13,Groundnut,5627.5,Mumbai,423
2025-04-14,Groundnut,6185.65,Mumbai,513
2025-04-15,Groundnut,5794.17,Chennai,734
2025-04-16,Groundnut,6071.05,Delhi,988
2025-04-17,Groundnut,5500.32,Chennai,711
2025-04-18,Groundnut,5514.51,Indore,453
2025-04-19,Groundnut,5633.68,Mumbai,303
2025-04-20,Groundnut,5717.86,Delhi,585
2025-04-21,Groundnut,5531.24,Chennai,545
2025-04-22,Groundnut,5883.37,Chennai,279
2025-04-23,Groundnut,5893.9,Chennai,542
2025-04-24,Groundnut,5624.68,Surat,352
2025-04-25,Groundnut,5637.78,Mumbai,192
2025-04-26,Groundnut,5661.2,Indore,237
2025-04-27,Groundnut,5562.51,Delhi,736
2025-04-28,Groundnut,5213.16,Delhi,672
2025-04-29,Groundnut,5771.92,Indore,365
2025-04-30,Groundnut,5699.36,Mumbai,477
2025-05-01,Groundnut,5716.21,Indore,539
2025-05-02,Groundnut,5575.74,Indore,930
2025-05-03,Groundnut,5936.33,Mumbai,286
2025-05-04,Groundnut,6255.32,Indore,231
2025-05-05,Groundnut,5599.3,Indore,659
2025-05-06,Groundnut,6041.82,Indore,791
2025-05-07,Groundnut,5830.84,Indore,941
2025-05-08,Groundnut,5760.11,Delhi,681
2025-05-09,Groundnut,5679.59,Indore,465
2025-05-10,Groundnut,5727.04,Indore,280
2025-05-11,Groundnut,5968.76,Indore,325
2025-05-12,Groundnut,5506.26,Mumbai,194
2025-05-13,Groundnut,5673.8,Mumbai,396
2025-05-14,Groundnut,5973.42,Mumbai,274
2025-05-15,Groundnut,5915.06,Indore,417
2025-05-16,Groundnut,5488.4,Indore,448
2025-05-17,Groundnut,5670.88,Indore,932
2025-05-18,Groundnut,5847.38,Surat,639
2025-05-19,Groundnut,5828.74,Delhi,381
2025-05-20,Groundnut,5885.26,Indore,922
2025-05-21,Groundnut,5761.17,Surat,745
2025-05-22,Groundnut,5788.68,Mumbai,107
2025-05-23,Groundnut,5740.73,Mumbai,662
2025-05-24,Groundnut,5981.9,Indore,440
2025-05-25,Groundnut,5575.29,Mumbai,786
2025-05-26,Groundnut,5662.89,Mumbai,334
2025-05-27,Groundnut,5443.78,Indore,192
2025-05-28,Groundnut,5397.8,Chennai,493
2025-05-29,Groundnut,5698.54,Surat,516
2025-05-30,Groundnut,5481.97,Mumbai,352
2025-05-31,Groundnut,5608.46,Chennai,221
2025-06-01,Groundnut,5936.65,Surat,109
2025-06-02,Groundnut,5918.12,Surat,937
2025-06-03,Groundnut,6043.9,Mumbai,405
2025-06-04,Groundnut,5919.51,Chennai,309
2025-06-05,Groundnut,6065.4,Delhi,852
2025-06-06,Groundnut,5664.85,Chennai,515
2025-06-07,Groundnut,5389.63,Indore,579
2025-06-08,Groundnut,5362.78,Indore,646
2025-06-09,Groundnut,5834.69,Mumbai,117
2025-06-10,Groundnut,5558.26,Chennai,624
2025-06-11,Groundnut,5565.61,Delhi,840
2025-06-12,Groundnut,5422.97,Delhi,465
2025-06-13,Groundnut,5439.3,Mumbai,547
2025-06-14,Groundnut,5594.19,Mumbai,418
2025-06-15,Groundnut,5298.65,Mumbai,133
2025-06-16,Groundnut,5553.34,Delhi,739
2025-06-17,Groundnut,5796.3,Surat,874
2025-06-18,Groundnut,5059.49,Chennai,512
2025-06-19,Groundnut,5170.06,Surat,111
2025-06-20,Groundnut,5605.51,Mumbai,915
2025-06-21,Groundnut,5735.22,Surat,381
2025-06-22,Groundnut,5356.45,Indore,477
2025-06-23,Groundnut,5046.76,Surat,397
2025-06-24,Groundnut,5724.76,Chennai,669
2025-06-25,Groundnut,5268.1,Chennai,645
2025-06-26,Groundnut,5349.98,Chennai,646
2025-06-27,Groundnut,5477.95,Mumbai,573
2025-06-28,Groundnut,5272.74,Indore,636
2025-06-29,Groundnut,5222.68,Delhi,158
2025-06-30,Groundnut,5218.22,Indore,946
2025-07-01,Groundnut,5753.24,Indore,489
2025-07-02,Groundnut,5605.44,Surat,818
2025-07-03,Groundnut,5480.29,Chennai,682
2025-07-04,Groundnut,4919.96,Mumbai,864
2025-07-05,Groundnut,5464.76,Chennai,355
2025-07-06,Groundnut,5445.84,Chennai,158
2025-07-07,Groundnut,5077.26,Chennai,545
2025-07-08,Groundnut,5376.53,Surat,185
2025-07-09,Groundnut,5527.01,Delhi,326
2025-07-10,Groundnut,5422.52,Mumbai,725
2025-07-11,Groundnut,5164.56,Delhi,417
2025-07-12,Groundnut,5295.23,Chennai,998
2025-07-13,Groundnut,5430.65,Chennai,392
2025-07-14,Groundnut,5288.49,Chennai,998
2025-07-15,Groundnut,5519.52,Indore,791
2025-07-16,Groundnut,5339.89,Surat,511
2025-07-17,Groundnut,5403.47,Surat,833
2025-07-18,Groundnut,5409.33,Delhi,989
2025-07-19,Groundnut,5023.91,Surat,519
2025-07-20,Groundnut,5239.49,Mumbai,253
2025-07-21,Groundnut,5155.32,Mumbai,746
2025-07-22,Groundnut,5422.89,Mumbai,619
2025-07-23,Groundnut,5299.16,Chennai,667
2025-07-24,Groundnut,5161.31,Indore,669
2025-07-25,Groundnut,4935.08,Surat,275
2025-07-26,Groundnut,4864.62,Surat,310
2025-07-27,Groundnut,5238.68,Delhi,266
2025-07-28,Groundnut,5025.84,Surat,456
2025-07-29,Groundnut,5295.24,Mumbai,426
2025-07-30,Groundnut,4826.19,Surat,281
2025-07-31,Groundnut,5466.27,Delhi,433
2025-08-01,Groundnut,5273.4,Indore,128
2025-08-02,Groundnut,5153.47,Delhi,192
2025-08-03,Groundnut,5463.34,Mumbai,967
2025-08-04,Groundnut,5309.57,Delhi,822
2025-08-05,Groundnut,5018.13,Mumbai,748
2025-08-06,Groundnut,5121.97,Chennai,452
2025-08-07,Groundnut,4707.01,Delhi,364
2025-08-08,Groundnut,5306.2,Indore,842
2025-08-09,Groundnut,5027.75,Delhi,598
2025-08-10,Groundnut,4685.17,Indore,736
2025-08-11,Groundnut,4838.01,Surat,672
2025-08-12,Groundnut,5242.42,Delhi,909
2025-08-13,Groundnut,5384.95,Chennai,354
2025-08-14,Groundnut,5060.33,Chennai,557
2025-08-15,Groundnut,4853.98,Surat,661
2025-08-16,Groundnut,4760.49,Surat,191
2025-08-17,Groundnut,5321.92,Chennai,136
2025-08-18,Groundnut,5123.35,Chennai,863
2025-08-19,Groundnut,4961.99,Surat,966
2025-08-20,Groundnut,4909.04,Chennai,779
2025-08-21,Groundnut,5151.85,Delhi,277
2025-08-22,Groundnut,5141.24,Mumbai,912
2025-08-23,Groundnut,4828.07,Delhi,236
2025-08-24,Groundnut,4774.04,Chennai,356
2025-08-25,Groundnut,4779.38,Surat,761
2025-08-26,Groundnut,4899.48,Indore,886
2025-08-27,Groundnut,4850.65,Indore,806
2025-08-28,Groundnut,5307.82,Delhi,478
2025-08-29,Groundnut,4879.17,Delhi,765
2025-08-30,Groundnut,4725.85,Chennai,925
2025-08-31,Groundnut,4733.05,Delhi,422
2025-09-01,Groundnut,4931.06,Delhi,351
2025-09-02,Groundnut,4599.66,Indore,410
2025-09-03,Groundnut,4948.42,Mumbai,574
2025-09-04,Groundnut,4689.69,Delhi,591
2025-09-05,Groundnut,5185.28,Indore,919
2025-09-06,Groundnut,4973.62,Mumbai,481
2025-09-07,Groundnut,5371.4,Mumbai,465
2025-09-08,Groundnut,4898.58,Chennai,193
2025-09-09,Groundnut,4315.03,Chennai,438
2025-09-10,Groundnut,5230.21,Chennai,435
2025-09-11,Groundnut,5036.5,Surat,967
2025-09-12,Groundnut,5065.07,Chennai,497
2025-09-13,Groundnut,4730.88,Chennai,976
2025-09-14,Groundnut,4920.68,Delhi,789
2025-09-15,Groundnut,4964.54,Chennai,610
2025-09-16,Groundnut,4877.82,Surat,683
2025-09-17,Groundnut,4576.79,Indore,628
2025-09-18,Groundnut,5475.83,Delhi,440
2025-09-19,Groundnut,5087.82,Mumbai,317
2025-09-20,Groundnut,5003.48,Indore,915
2025-09-21,Groundnut,5181.0,Surat,784
2025-09-22,Groundnut,5046.07,Indore,563
2025-09-23,Groundnut,4780.94,Delhi,472
2025-09-24,Groundnut,5165.63,Mumbai,130
2025-09-25,Groundnut,5085.56,Surat,683
2025-09-26,Groundnut,4786.85,Delhi,719
2025-09-27,Groundnut,5072.44,Chennai,497
2025-09-28,Groundnut,4866.21,Indore,215
2025-09-29,Groundnut,4956.05,Mumbai,685
2025-09-30,Groundnut,5034.46,Mumbai,879
2025-10-01,Groundnut,5188.56,Indore,334
2025-10-02,Groundnut,4786.14,Mumbai,280
2025-10-03,Groundnut,4988.95,Chennai,553
2025-10-04,Groundnut,5319.88,Indore,956
2025-10-05,Groundnut,4882.44,Mumbai,803
2025-10-06,Groundnut,4958.03,Mumbai,499
2025-10-07,Groundnut,5322.78,Surat,691
2025-10-08,Groundnut,5048.79,Chennai,312
2025-10-09,Groundnut,4628.0,Surat,581
2025-10-10,Groundnut,4765.36,Surat,265
2025-10-11,Groundnut,5064.17,Mumbai,447
2025-10-12,Groundnut,5012.81,Mumbai,497
2025-10-13,Groundnut,4962.81,Indore,676
2025-10-14,Groundnut,5364.78,Chennai,407
2025-10-15,Groundnut,4811.42,Mumbai,818
2025-10-16,Groundnut,4922.56,Delhi,198
2025-10-17,Groundnut,4547.49,Delhi,257
2025-10-18,Groundnut,5175.06,Delhi,653
2025-10-19,Groundnut,4786.11,Indore,894
2025-10-20,Groundnut,5160.4,Indore,522
2025-10-21,Groundnut,5142.62,Indore,629
2025-10-22,Groundnut,5425.41,Chennai,144
2025-10-23,Groundnut,5088.96,Indore,954
2025-10-24,Groundnut,4891.54,Surat,788
2025-10-25,Groundnut,5057.27,Surat,121
2025-10-26,Groundnut,4818.62,Surat,703
2025-10-27,Groundnut,5038.36,Chennai,380
2025-10-28,Groundnut,4938.54,Surat,278
2025-10-29,Groundnut,4968.98,Chennai,379
2025-10-30,Groundnut,4807.84,Indore,694
2025-10-31,Groundnut,5052.19,Surat,470
2025-11-01,Groundnut,5161.66,Mumbai,211
2025-11-02,Groundnut,4671.25,Indore,775
2025-11-03,Groundnut,4868.92,Indore,320
2025-11-04,Groundnut,5045.35,Chennai,536
2025-11-05,Groundnut,4547.5,Delhi,474
2025-11-06,Groundnut,5370.36,Chennai,480
2025-11-07,Groundnut,4885.55,Delhi,113
2025-11-08,Groundnut,4845.74,Chennai,599
2025-11-09,Groundnut,4997.59,Chennai,664
2025-11-10,Groundnut,5072.35,Delhi,591
2025-11-11,Groundnut,4899.52,Indore,484
2025-11-12,Groundnut,5252.95,Surat,854
2025-11-13,Groundnut,5142.97,Surat,914
2025-11-14,Groundnut,4901.85,Indore,826
2025-11-15,Groundnut,4971.19,Indore,927
2025-11-16,Groundnut,4778.81,Delhi,407
2025-11-17,Groundnut,4838.08,Surat,107
2025-11-18,Groundnut,5172.96,Indore,307
2025-11-19,Groundnut,4936.86,Mumbai,230
2025-11-20,Groundnut,5469.99,Chennai,753
2025-11-21,Groundnut,5130.31,Surat,707
2025-11-22,Groundnut,4852.64,Delhi,722
2025-11-23,Groundnut,4901.72,Indore,285
2025-11-24,Groundnut,5348.25,Surat,779
2025-11-25,Groundnut,5129.72,Indore,990
2025-11-26,Groundnut,5350.87,Chennai,688
2025-11-27,Groundnut,5086.7,Mumbai,304
2025-11-28,Groundnut,5055.57,Indore,107
2025-11-29,Groundnut,5399.21,Mumbai,131
2025-11-30,Groundnut,5011.38,Surat,817
2025-12-01,Groundnut,5288.76,Chennai,486
2025-12-02,Groundnut,5156.52,Surat,739
2025-12-03,Groundnut,5382.62,Indore,823
2025-12-04,Groundnut,5578.65,Indore,856
2025-12-05,Groundnut,5144.65,Chennai,716
2025-12-06,Groundnut,5121.86,Surat,892
2025-12-07,Groundnut,5372.72,Delhi,800
2025-12-08,Groundnut,5031.49,Surat,836
2025-12-09,Groundnut,5579.57,Mumbai,691
2023-01-01,Sesame,3931.12,Mumbai,527
2023-01-02,Sesame,4157.62,Mumbai,925
2023-01-03,Sesame,3990.11,Surat,208
2023-01-04,Sesame,4471.54,Mumbai,447
2023-01-05,Sesame,3863.38,Delhi,204
2023-01-06,Sesame,4433.51,Surat,472
2023-01-07,Sesame,4113.05,Indore,899
2023-01-08,Sesame,4204.14,Mumbai,372
2023-01-09,Sesame,4319.95,Mumbai,748
2023-01-10,Sesame,4036.25,Surat,400
2023-01-11,Sesame,4344.1,Delhi,643
2023-01-12,Sesame,3638.67,Chennai,364
2023-01-13,Sesame,4045.08,Surat,265
2023-01-14,Sesame,4013.13,Surat,100
2023-01-15,Sesame,3956.08,Surat,860
2023-01-16,Sesame,4172.59,Chennai,162
2023-01-17,Sesame,4301.49,Indore,775
2023-01-18,Sesame,4373.6,Mumbai,945
2023-01-19,Sesame,4289.92,Mumbai,321
2023-01-20,Sesame,4117.24,Surat,725
2023-01-21,Sesame,4332.77,Mumbai,295
2023-01-22,Sesame,4292.37,Mumbai,301
2023-01-23,Sesame,4463.2,Indore,746
2023-01-24,Sesame,4439.81,Delhi,240
2023-01-25,Sesame,4298.89,Surat,597
2023-01-26,Sesame,4121.66,Indore,156
2023-01-27,Sesame,4178.78,Surat,603
2023-01-28,Sesame,4207.6,Delhi,683
2023-01-29,Sesame,4262.62,Indore,739
2023-01-30,Sesame,4387.34,Delhi,264
2023-01-31,Sesame,4484.75,Surat,764
2023-02-01,Sesame,4339.4,Indore,189
2023-02-02,Sesame,4360.68,Surat,973
2023-02-03,Sesame,4393.88,Surat,178
2023-02-04,Sesame,4269.71,Chennai,941
2023-02-05,Sesame,4195.41,Chennai,993
2023-02-06,Sesame,4036.92,Indore,768
2023-02-07,Sesame,4256.4,Surat,534
2023-02-08,Sesame,4497.4,Delhi,541
2023-02-09,Sesame,4269.43,Surat,115
2023-02-10,Sesame,4369.61,Mumbai,851
2023-02-11,Sesame,4517.52,Delhi,155
2023-02-12,Sesame,4535.34,Surat,804
2023-02-13,Sesame,4222.17,Chennai,717
2023-02-14,Sesame,4644.25,Chennai,711
2023-02-15,Sesame,4676.98,Chennai,932
2023-02-16,Sesame,4232.1,Mumbai,185
2023-02-17,Sesame,4299.76,Indore,178
2023-02-18,Sesame,4709.1,Delhi,273
2023-02-19,Sesame,4447.76,Surat,717
2023-02-20,Sesame,4039.3,Chennai,674
2023-02-21,Sesame,4209.34,Surat,415
2023-02-22,Sesame,4445.31,Mumbai,472
2023-02-23,Sesame,4268.37,Mumbai,972
2023-02-24,Sesame,4423.97,Indore,796
2023-02-25,Sesame,4518.69,Delhi,831
2023-02-26,Sesame,4810.1,Mumbai,953
2023-02-27,Sesame,4464.87,Delhi,856
2023-02-28,Sesame,4742.66,Surat,170
2023-03-01,Sesame,4818.97,Chennai,229
2023-03-02,Sesame,4825.02,Chennai,730
2023-03-03,Sesame,4599.93,Chennai,968
2023-03-04,Sesame,4155.0,Mumbai,873
2023-03-05,Sesame,4644.38,Surat,573
2023-03-06,Sesame,4766.32,Mumbai,136
2023-03-07,Sesame,4544.72,Chennai,619
2023-03-08,Sesame,4914.01,Chennai,496
2023-03-09,Sesame,4741.09,Indore,959
2023-03-10,Sesame,4686.67,Delhi,629
2023-03-11,Sesame,4794.05,Mumbai,182
2023-03-12,Sesame,4647.06,Delhi,560
2023-03-13,Sesame,4085.31,Mumbai,831
2023-03-14,Sesame,4487.38,Delhi,558
2023-03-15,Sesame,4829.85,Mumbai,443
2023-03-16,Sesame,4431.95,Delhi,257
2023-03-17,Sesame,4551.7,Mumbai,203
2023-03-18,Sesame,4390.2,Delhi,201
2023-03-19,Sesame,4958.59,Chennai,907
2023-03-20,Sesame,4940.59,Indore,691
2023-03-21,Sesame,4429.87,Chennai,573
2023-03-22,Sesame,4638.3,Surat,162
2023-03-23,Sesame,4474.8,Chennai,495
2023-03-24,Sesame,4735.8,Delhi,510
2023-03-25,Sesame,4716.51,Surat,565
2023-03-26,Sesame,4778.53,Surat,883
2023-03-27,Sesame,4684.05,Chennai,832
2023-03-28,Sesame,5206.07,Mumbai,893
2023-03-29,Sesame,4414.58,Surat,460
2023-03-30,Sesame,4279.07,Chennai,608
2023-03-31,Sesame,4543.46,Surat,108
2023-04-01,Sesame,4309.21,Indore,687
2023-04-02,Sesame,4324.9,Chennai,221
2023-04-03,Sesame,4423.57,Mumbai,131
2023-04-04,Sesame,4439.69,Indore,861
2023-04-05,Sesame,4433.34,Mumbai,409
2023-04-06,Sesame,4727.91,Surat,755
2023-04-07,Sesame,4522.87,Surat,155
2023-04-08,Sesame,4587.91,Mumbai,563
2023-04-09,Sesame,4802.21,Indore,769
2023-04-10,Sesame,4469.5,Mumbai,797
2023-04-11,Sesame,4569.12,Delhi,177
2023-04-12,Sesame,4694.29,Surat,372
2023-04-13,Sesame,4231.79,Surat,114
2023-04-14,Sesame,4141.94,Delhi,403
2023-04-15,Sesame,4686.82,Chennai,212
2023-04-16,Sesame,4714.53,Mumbai,352
2023-04-17,Sesame,5027.36,Mumbai,285
2023-04-18,Sesame,4644.38,Indore,326
2023-04-19,Sesame,4774.81,Surat,453
2023-04-20,Sesame,4569.73,Mumbai,652
2023-04-21,Sesame,4666.09,Surat,719
2023-04-22,Sesame,4937.77,Mumbai,260
2023-04-23,Sesame,4177.06,Delhi,250
2023-04-24,Sesame,4681.98,Surat,866
2023-04-25,Sesame,5023.64,Delhi,129
2023-04-26,Sesame,4650.06,Mumbai,656
2023-04-27,Sesame,4920.75,Chennai,689
2023-04-28,Sesame,4461.65,Mumbai,960
2023-04-29,Sesame,4577.8,Surat,368
2023-04-30,Sesame,4587.51,Surat,434
2023-05-01,Sesame,4133.74,Chennai,167
2023-05-02,Sesame,4339.95,Delhi,895
2023-05-03,Sesame,4350.41,Delhi,485
2023-05-04,Sesame,4730.27,Mumbai,210
2023-05-05,Sesame,4736.23,Delhi,278
2023-05-06,Sesame,4622.42,Delhi,951
2023-05-07,Sesame,4718.13,Delhi,703
2023-05-08,Sesame,4516.05,Surat,686
2023-05-09,Sesame,4784.72,Delhi,301
2023-05-10,Sesame,4541.42,Chennai,396
2023-05-11,Sesame,4546.45,Surat,822
2023-05-12,Sesame,4476.85,Chennai,437
2023-05-13,Sesame,4661.85,Mumbai,745
2023-05-14,Sesame,4435.58,Delhi,165
2023-05-15,Sesame,4709.87,Surat,728
2023-05-16,Sesame,4282.8,Chennai,981
2023-05-17,Sesame,4283.99,Delhi,416
2023-05-18,Sesame,4635.69,Chennai,725
2023-05-19,Sesame,4474.82,Indore,813
2023-05-20,Sesame,4395.98,Indore,158
2023-05-21,Sesame,4658.89,Delhi,114
2023-05-22,Sesame,4353.46,Mumbai,776
2023-05-23,Sesame,4428.8,Surat,453
2023-05-24,Sesame,4742.52,Indore,261
