Date,Commodity,State,District,Price,Quantity,Market
2024-08-30,Groundnut,Maharashtra,Indore,9000.0,469.49,Indore
2024-08-31,Groundnut,Maharashtra,Indore,9000.0,116.62,Indore
2024-09-01,Groundnut,Maharashtra,Indore,9000.0,865.26,Indore
2024-09-02,Groundnut,Maharashtra,Indore,9000.0,706.43,Indore
2024-09-03,Groundnut,Maharashtra,Indore,9000.0,373.43,Indore
2024-09-04,Groundnut,Maharashtra,Indore,9000.0,635.39,Indore
2024-09-05,Groundnut,Maharashtra,Indore,9000.0,123.4,Indore
2024-09-06,Groundnut,Maharashtra,Indore,9000.0,875.05,Indore
2024-09-07,Groundnut,Maharashtra,Indore,9000.0,740.56,Indore
2024-09-08,Groundnut,Maharashtra,Indore,9000.0,133.97,Indore
2024-09-09,Groundnut,Maharashtra,Indore,9000.0,467.38,Indore
2024-09-10,Groundnut,Maharashtra,Indore,9000.0,487.14,Indore
2024-09-11,Groundnut,Maharashtra,Indore,9000.0,465.81,Indore
2024-09-12,Groundnut,Maharashtra,Indore,9000.0,688.02,Indore
2024-09-13,Groundnut,Maharashtra,Indore,9000.0,717.68,Indore
2024-09-14,Groundnut,Maharashtra,Indore,9000.0,819.15,Indore
2024-09-15,Groundnut,Maharashtra,Indore,9000.0,801.42,Indore
2024-09-16,Groundnut,Maharashtra,Indore,9000.0,825.22,Indore
2024-09-17,Groundnut,Maharashtra,Indore,9000.0,220.59,Indore
2024-09-18,Groundnut,Maharashtra,Indore,9000.0,346.35,Indore
2024-09-19,Groundnut,Maharashtra,Indore,9000.0,485.22,Indore
2024-09-20,Groundnut,Maharashtra,Indore,9000.0,474.76,Indore
2024-09-21,Groundnut,Maharashtra,Indore,9000.0,301.58,Indore
2024-09-22,Groundnut,Maharashtra,Indore,9000.0,631.25,Indore
2024-09-23,Groundnut,Maharashtra,Indore,9000.0,228.66,Indore
2024-09-24,Groundnut,Maharashtra,Indore,9000.0,778.56,Indore
2024-09-25,Groundnut,Maharashtra,Indore,9000.0,469.76,Indore
2024-09-26,Groundnut,Maharashtra,Indore,9000.0,582.24,Indore
2024-09-27,Groundnut,Maharashtra,Indore,9000.0,931.43,Indore
2024-09-28,Groundnut,Maharashtra,Indore,9000.0,765.22,Indore
2024-09-29,Groundnut,Maharashtra,Indore,9000.0,269.01,Indore
2024-09-30,Groundnut,Maharashtra,Indore,9000.0,494.06,Indore
2024-10-01,Groundnut,Maharashtra,Indore,9000.0,124.65,Indore
2024-10-02,Groundnut,Maharashtra,Indore,9000.0,227.0,Indore
2024-10-03,Groundnut,Maharashtra,Indore,9000.0,240.16,Indore
2024-10-04,Groundnut,Maharashtra,Indore,9000.0,105.38,Indore
2024-10-05,Groundnut,Maharashtra,Indore,9000.0,421.3,Indore
2024-10-06,Groundnut,Maharashtra,Indore,9000.0,337.36,Indore
2024-10-07,Groundnut,Maharashtra,Indore,9000.0,746.39,Indore
2024-10-08,Groundnut,Maharashtra,Indore,9000.0,527.72,Indore
2024-10-09,Groundnut,Maharashtra,Indore,9000.0,417.45,Indore
2024-10-10,Groundnut,Maharashtra,Indore,9000.0,814.97,Indore
2024-10-11,Groundnut,Maharashtra,Indore,9000.0,840.34,Indore
2024-10-12,Groundnut,Maharashtra,Indore,9000.0,477.58,Indore
2024-10-13,Groundnut,Maharashtra,Indore,9000.0,944.57,Indore
2024-10-14,Groundnut,Maharashtra,Indore,9000.0,586.92,Indore
2024-10-15,Groundnut,Maharashtra,Indore,9000.0,836.4,Indore
2024-10-16,Groundnut,Maharashtra,Indore,9000.0,896.83,Indore
2024-10-17,Groundnut,Maharashtra,Indore,9000.0,512.81,Indore
2024-10-18,Groundnut,Maharashtra,Indore,9000.0,196.34,Indore
2024-10-19,Groundnut,Maharashtra,Indore,9000.0,678.78,Indore
2024-10-20,Groundnut,Maharashtra,Indore,9000.0,106.36,Indore
2024-10-21,Groundnut,Maharashtra,Indore,9000.0,944.89,Indore
2024-10-22,Groundnut,Maharashtra,Indore,9000.0,179.84,Indore
2024-10-23,Groundnut,Maharashtra,Indore,9000.0,550.4,Indore
2024-10-24,Groundnut,Maharashtra,Indore,9000.0,804.4,Indore
2024-10-25,Groundnut,Maharashtra,Indore,9000.0,765.78,Indore
2024-10-26,Groundnut,Maharashtra,Indore,9000.0,309.05,Indore
2024-10-27,Groundnut,Maharashtra,Indore,9000.0,864.73,Indore
2024-10-28,Groundnut,Maharashtra,Indore,9000.0,344.7,Indore
2024-10-29,Groundnut,Maharashtra,Indore,9000.0,621.49,Indore
2024-10-30,Groundnut,Maharashtra,Indore,9000.0,410.82,Indore
2024-10-31,Groundnut,Maharashtra,Indore,9000.0,151.59,Indore
2024-11-01,Groundnut,Maharashtra,Indore,9000.0,632.3,Indore
2024-11-02,Groundnut,Maharashtra,Indore,9000.0,262.81,Indore
2024-11-03,Groundnut,Maharashtra,Indore,9000.0,600.11,Indore
2024-11-04,Groundnut,Maharashtra,Indore,9000.0,888.39,Indore
2024-11-05,Groundnut,Maharashtra,Indore,9000.0,345.82,Indore
2024-11-06,Groundnut,Maharashtra,Indore,9000.0,211.05,Indore
2024-11-07,Groundnut,Maharashtra,Indore,9000.0,334.49,Indore
2024-11-08,Groundnut,Maharashtra,Indore,9000.0,326.81,Indore
2024-11-09,Groundnut,Maharashtra,Indore,9000.0,754.48,Indore
2024-11-10,Groundnut,Maharashtra,Indore,9000.0,666.42,Indore
2024-11-11,Groundnut,Maharashtra,Indore,9000.0,173.93,Indore
2024-11-12,Groundnut,Maharashtra,Indore,9000.0,368.38,Indore
2024-11-13,Groundnut,Maharashtra,Indore,9000.0,800.45,Indore
2024-11-14,Groundnut,Maharashtra,Indore,9000.0,448.17,Indore
2024-11-15,Groundnut,Maharashtra,Indore,9000.0,504.85,Indore
2024-11-16,Groundnut,Maharashtra,Indore,9000.0,952.97,Indore
2024-11-17,Groundnut,Maharashtra,Indore,9000.0,894.67,Indore
2024-11-18,Groundnut,Maharashtra,Indore,9000.0,456.54,Indore
2024-11-19,Groundnut,Maharashtra,Indore,9000.0,821.09,Indore
2024-11-20,Groundnut,Maharashtra,Indore,9000.0,549.19,Indore
2024-11-21,Groundnut,Maharashtra,Indore,9000.0,364.45,Indore
2024-11-22,Groundnut,Maharashtra,Indore,9000.0,766.03,Indore
2024-11-23,Groundnut,Maharashtra,Indore,9000.0,986.57,Indore
2024-11-24,Groundnut,Maharashtra,Indore,9000.0,336.18,Indore
2024-11-25,Groundnut,Maharashtra,Indore,9000.0,583.46,Indore
2024-11-26,Groundnut,Maharashtra,Indore,9000.0,427.67,Indore
2024-11-27,Groundnut,Maharashtra,Indore,9000.0,657.52,Indore
2024-11-28,Groundnut,Maharashtra,Indore,9000.0,642.54,Indore
2024-11-29,Groundnut,Maharashtra,Indore,9000.0,931.3,Indore
2024-11-30,Groundnut,Maharashtra,Indore,9000.0,361.56,Indore
2024-12-01,Groundnut,Maharashtra,Indore,9000.0,736.87,Indore
2024-12-02,Groundnut,Maharashtra,Indore,9000.0,222.01,Indore
2024-12-03,Groundnut,Maharashtra,Indore,9000.0,871.14,Indore
2024-12-04,Groundnut,Maharashtra,Indore,9000.0,837.72,Indore
2024-12-05,Groundnut,Maharashtra,Indore,9000.0,239.44,Indore
2024-12-06,Groundnut,Maharashtra,Indore,9000.0,585.61,Indore
2024-12-07,Groundnut,Maharashtra,Indore,9000.0,630.44,Indore
2024-12-08,Groundnut,Maharashtra,Indore,9000.0,637.78,Indore
2024-12-09,Groundnut,Maharashtra,Indore,9000.0,263.25,Indore
2024-12-10,Groundnut,Maharashtra,Indore,9000.0,774.66,Indore
2024-12-11,Groundnut,Maharashtra,Indore,9000.0,990.83,Indore
2024-12-12,Groundnut,Maharashtra,Indore,9000.0,528.27,Indore
2024-12-13,Groundnut,Maharashtra,Indore,9000.0,696.04,Indore
2024-12-14,Groundnut,Maharashtra,Indore,9000.0,679.34,Indore
2024-12-15,Groundnut,Maharashtra,Indore,9000.0,112.96,Indore
2024-12-16,Groundnut,Maharashtra,Indore,9000.0,238.02,Indore
2024-12-17,Groundnut,Maharashtra,Indore,9000.0,233.18,Indore
2024-12-18,Groundnut,Maharashtra,Indore,9000.0,185.19,Indore
2024-12-19,Groundnut,Maharashtra,Indore,9000.0,367.82,Indore
2024-12-20,Groundnut,Maharashtra,Indore,9000.0,253.36,Indore
2024-12-21,Groundnut,Maharashtra,Indore,9000.0,405.84,Indore
2024-12-22,Groundnut,Maharashtra,Indore,9000.0,498.55,Indore
2024-12-23,Groundnut,Maharashtra,Indore,9000.0,512.4,Indore
2024-12-24,Groundnut,Maharashtra,Indore,9000.0,964.86,Indore
2024-12-25,Groundnut,Maharashtra,Indore,9000.0,795.83,Indore
2024-12-26,Groundnut,Maharashtra,Indore,9000.0,538.84,Indore
2024-12-27,Groundnut,Maharashtra,Indore,9000.0,712.31,Indore
2024-12-28,Groundnut,Maharashtra,Indore,9000.0,568.42,Indore
2024-12-29,Groundnut,Maharashtra,Indore,9000.0,767.56,Indore
2024-12-30,Groundnut,Maharashtra,Indore,9000.0,477.94,Indore
2024-12-31,Groundnut,Maharashtra,Indore,9000.0,940.52,Indore
2025-01-01,Groundnut,Maharashtra,Indore,9000.0,232.71,Indore
2025-01-02,Groundnut,Maharashtra,Indore,9000.0,329.86,Indore
2025-01-03,Groundnut,Maharashtra,Indore,9000.0,197.5,Indore
2025-01-04,Groundnut,Maharashtra,Indore,9000.0,402.46,Indore
2025-01-05,Groundnut,Maharashtra,Indore,9000.0,522.43,Indore
2025-01-06,Groundnut,Maharashtra,Indore,9000.0,916.56,Indore
2025-01-07,Groundnut,Maharashtra,Indore,9000.0,959.4,Indore
2025-01-08,Groundnut,Maharashtra,Indore,9000.0,247.67,Indore
2025-01-09,Groundnut,Maharashtra,Indore,9000.0,264.24,Indore
2025-01-10,Groundnut,Maharashtra,Indore,9000.0,863.2,Indore
2025-01-11,Groundnut,Maharashtra,Indore,9000.0,844.72,Indore
2025-01-12,Groundnut,Maharashtra,Indore,9000.0,111.09,Indore
2025-01-13,Groundnut,Maharashtra,Indore,9000.0,390.09,Indore
2025-01-14,Groundnut,Maharashtra,Indore,9000.0,828.23,Indore
2025-01-15,Groundnut,Maharashtra,Indore,9000.0,205.86,Indore
2025-01-16,Groundnut,Maharashtra,Indore,9000.0,925.21,Indore
2025-01-17,Groundnut,Maharashtra,Indore,9000.0,761.36,Indore
2025-01-18,Groundnut,Maharashtra,Indore,9000.0,984.28,Indore
2025-01-19,Groundnut,Maharashtra,Indore,9000.0,361.81,Indore
2025-01-20,Groundnut,Maharashtra,Indore,9000.0,486.58,Indore
2025-01-21,Groundnut,Maharashtra,Indore,9000.0,378.98,Indore
2025-01-22,Groundnut,Maharashtra,Indore,9000.0,434.9,Indore
2025-01-23,Groundnut,Maharashtra,Indore,9000.0,802.07,Indore
2025-01-24,Groundnut,Maharashtra,Indore,9000.0,270.8,Indore
2025-01-25,Groundnut,Maharashtra,Indore,9000.0,500.84,Indore
2025-01-26,Groundnut,Maharashtra,Indore,9000.0,529.13,Indore
2025-01-27,Groundnut,Maharashtra,Indore,9000.0,999.35,Indore
2025-01-28,Groundnut,Maharashtra,Indore,9000.0,774.22,Indore
2025-01-29,Groundnut,Maharashtra,Indore,9000.0,405.91,Indore
2025-01-30,Groundnut,Maharashtra,Indore,9000.0,232.88,Indore
2025-01-31,Groundnut,Maharashtra,Indore,9000.0,843.53,Indore
2025-02-01,Groundnut,Maharashtra,Indore,9000.0,210.28,Indore
2025-02-02,Groundnut,Maharashtra,Indore,9000.0,524.65,Indore
2025-02-03,Groundnut,Maharashtra,Indore,9000.0,701.5,Indore
2025-02-04,Groundnut,Maharashtra,Indore,9000.0,719.26,Indore
2025-02-05,Groundnut,Maharashtra,Indore,9000.0,304.95,Indore
2025-02-06,Groundnut,Maharashtra,Indore,9000.0,256.39,Indore
2025-02-07,Groundnut,Maharashtra,Indore,9000.0,638.48,Indore
2025-02-08,Groundnut,Maharashtra,Indore,9000.0,694.13,Indore
2025-02-09,Groundnut,Maharashtra,Indore,9000.0,975.89,Indore
2025-02-10,Groundnut,Maharashtra,Indore,9000.0,451.14,Indore
2025-02-11,Groundnut,Maharashtra,Indore,9000.0,480.77,Indore
2025-02-12,Groundnut,Maharashtra,Indore,9000.0,252.01,Indore
2025-02-13,Groundnut,Maharashtra,Indore,9000.0,209.48,Indore
2025-02-14,Groundnut,Maharashtra,Indore,9000.0,764.02,Indore
2025-02-15,Groundnut,Maharashtra,Indore,9000.0,783.56,Indore
2025-02-16,Groundnut,Maharashtra,Indore,9000.0,289.81,Indore
2025-02-17,Groundnut,Maharashtra,Indore,9000.0,514.63,Indore
2025-02-18,Groundnut,Maharashtra,Indore,9000.0,178.68,Indore
2025-02-19,Groundnut,Maharashtra,Indore,9000.0,166.32,Indore
2025-02-20,Groundnut,Maharashtra,Indore,9000.0,296.61,Indore
2025-02-21,Groundnut,Maharashtra,Indore,9000.0,458.27,Indore
2025-02-22,Groundnut,Maharashtra,Indore,9000.0,227.24,Indore
2025-02-23,Groundnut,Maharashtra,Indore,9000.0,401.9,Indore
2025-02-24,Groundnut,Maharashtra,Indore,9000.0,202.79,Indore
2025-02-25,Groundnut,Maharashtra,Indore,9000.0,592.16,Indore
2025-02-26,Groundnut,Maharashtra,Indore,9000.0,210.23,Indore
2025-02-27,Groundnut,Maharashtra,Indore,9000.0,637.22,Indore
2025-02-28,Groundnut,Maharashtra,Indore,9000.0,492.86,Indore
2025-03-01,Groundnut,Maharashtra,Indore,9000.0,451.34,Indore
2025-03-02,Groundnut,Maharashtra,Indore,9000.0,708.96,Indore
2025-03-03,Groundnut,Maharashtra,Indore,9000.0,937.0,Indore
2025-03-04,Groundnut,Maharashtra,Indore,9000.0,846.36,Indore
2025-03-05,Groundnut,Maharashtra,Indore,9000.0,389.82,Indore
2025-03-06,Groundnut,Maharashtra,Indore,9000.0,836.3,Indore
2025-03-07,Groundnut,Maharashtra,Indore,9000.0,637.54,Indore
2025-03-08,Groundnut,Maharashtra,Indore,9000.0,230.03,Indore
2025-03-09,Groundnut,Maharashtra,Indore,9000.0,965.88,Indore
2025-03-10,Groundnut,Maharashtra,Indore,9000.0,351.28,Indore
2025-03-11,Groundnut,Maharashtra,Indore,9000.0,453.54,Indore
2025-03-12,Groundnut,Maharashtra,Indore,9000.0,727.12,Indore
2025-03-13,Groundnut,Maharashtra,Indore,9000.0,282.66,Indore
2025-03-14,Groundnut,Maharashtra,Indore,9000.0,644.7,Indore
2025-03-15,Groundnut,Maharashtra,Indore,9000.0,331.29,Indore
2025-03-16,Groundnut,Maharashtra,Indore,9000.0,852.19,Indore
2025-03-17,Groundnut,Maharashtra,Indore,9000.0,319.53,Indore
2025-03-18,Groundnut,Maharashtra,Indore,9000.0,900.92,Indore
2025-03-19,Groundnut,Maharashtra,Indore,9000.0,619.63,Indore
2025-03-20,Groundnut,Maharashtra,Indore,9000.0,817.45,Indore
2025-03-21,Groundnut,Maharashtra,Indore,9000.0,920.74,Indore
2025-03-22,Groundnut,Maharashtra,Indore,9000.0,574.53,Indore
2025-03-23,Groundnut,Maharashtra,Indore,9000.0,897.68,Indore
2025-03-24,Groundnut,Maharashtra,Indore,9000.0,449.21,Indore
2025-03-25,Groundnut,Maharashtra,Indore,9000.0,518.9,Indore
2025-03-26,Groundnut,Maharashtra,Indore,9000.0,862.69,Indore
2025-03-27,Groundnut,Maharashtra,Indore,9000.0,648.16,Indore
2025-03-28,Groundnut,Maharashtra,Indore,9000.0,659.83,Indore
2025-03-29,Groundnut,Maharashtra,Indore,9000.0,596.26,Indore
2025-03-30,Groundnut,Maharashtra,Indore,9000.0,877.48,Indore
2025-03-31,Groundnut,Maharashtra,Indore,9000.0,347.83,Indore
2025-04-01,Groundnut,Maharashtra,Indore,9000.0,867.42,Indore
2025-04-02,Groundnut,Maharashtra,Indore,9000.0,778.77,Indore
2025-04-03,Groundnut,Maharashtra,Indore,9000.0,998.9,Indore
2025-04-04,Groundnut,Maharashtra,Indore,9000.0,776.5,Indore
2025-04-05,Groundnut,Maharashtra,Indore,9000.0,685.29,Indore
2025-04-06,Groundnut,Maharashtra,Indore,9000.0,403.39,Indore
2025-04-07,Groundnut,Maharashtra,Indore,9000.0,464.92,Indore
2025-04-08,Groundnut,Maharashtra,Indore,9000.0,123.57,Indore
2025-04-09,Groundnut,Maharashtra,Indore,9000.0,201.05,Indore
2025-04-10,Groundnut,Maharashtra,Indore,9000.0,822.88,Indore
2025-04-11,Groundnut,Maharashtra,Indore,9000.0,961.28,Indore
2025-04-12,Groundnut,Maharashtra,Indore,9000.0,295.85,Indore
2025-04-13,Groundnut,Maharashtra,Indore,9000.0,500.74,Indore
2025-04-14,Groundnut,Maharashtra,Indore,9000.0,836.6,Indore
2025-04-15,Groundnut,Maharashtra,Indore,9000.0,725.2,Indore
2025-04-16,Groundnut,Maharashtra,Indore,9000.0,133.99,Indore
2025-04-17,Groundnut,Maharashtra,Indore,9000.0,237.65,Indore
2025-04-18,Groundnut,Maharashtra,Indore,9000.0,713.45,Indore
2025-04-19,Groundnut,Maharashtra,Indore,9000.0,596.1,Indore
2025-04-20,Groundnut,Maharashtra,Indore,9000.0,112.03,Indore
2025-04-21,Groundnut,Maharashtra,Indore,9000.0,652.31,Indore
2025-04-22,Groundnut,Maharashtra,Indore,9000.0,300.39,Indore
2025-04-23,Groundnut,Maharashtra,Indore,9000.0,718.74,Indore
2025-04-24,Groundnut,Maharashtra,Indore,9000.0,991.14,Indore
2025-04-25,Groundnut,Maharashtra,Indore,9000.0,960.27,Indore
2025-04-26,Groundnut,Maharashtra,Indore,9000.0,862.19,Indore
2025-04-27,Groundnut,Maharashtra,Indore,9000.0,659.11,Indore
2025-04-28,Groundnut,Maharashtra,Indore,9000.0,405.2,Indore
2025-04-29,Groundnut,Maharashtra,Indore,9000.0,851.38,Indore
2025-04-30,Groundnut,Maharashtra,Indore,9000.0,608.32,Indore
2025-05-01,Groundnut,Maharashtra,Indore,9000.0,485.78,Indore
2025-05-02,Groundnut,Maharashtra,Indore,9000.0,751.04,Indore
2025-05-03,Groundnut,Maharashtra,Indore,9000.0,606.47,Indore
2025-05-04,Groundnut,Maharashtra,Indore,9000.0,429.09,Indore
2025-05-05,Groundnut,Maharashtra,Indore,9000.0,240.8,Indore
2025-05-06,Groundnut,Maharashtra,Indore,9000.0,152.27,Indore
2025-05-07,Groundnut,Maharashtra,Indore,9000.0,205.16,Indore
2025-05-08,Groundnut,Maharashtra,Indore,9000.0,613.65,Indore
2025-05-09,Groundnut,Maharashtra,Indore,9000.0,559.35,Indore
2025-05-10,Groundnut,Maharashtra,Indore,9000.0,991.1,Indore
2025-05-11,Groundnut,Maharashtra,Indore,9000.0,341.35,Indore
2025-05-12,Groundnut,Maharashtra,Indore,9000.0,612.0,Indore
2025-05-13,Groundnut,Maharashtra,Indore,9000.0,590.36,Indore
2025-05-14,Groundnut,Maharashtra,Indore,9000.0,780.88,Indore
2025-05-15,Groundnut,Maharashtra,Indore,9000.0,368.49,Indore
2025-05-16,Groundnut,Maharashtra,Indore,9000.0,185.59,Indore
2025-05-17,Groundnut,Maharashtra,Indore,9000.0,358.83,Indore
2025-05-18,Groundnut,Maharashtra,Indore,9000.0,203.98,Indore
2025-05-19,Groundnut,Maharashtra,Indore,9000.0,911.57,Indore
2025-05-20,Groundnut,Maharashtra,Indore,9000.0,280.73,Indore
2025-05-21,Groundnut,Maharashtra,Indore,9000.0,644.0,Indore
2025-05-22,Groundnut,Maharashtra,Indore,9000.0,156.05,Indore
2025-05-23,Groundnut,Maharashtra,Indore,9000.0,756.39,Indore
2025-05-24,Groundnut,Maharashtra,Indore,9000.0,202.96,Indore
2025-05-25,Groundnut,Maharashtra,Indore,9000.0,955.18,Indore
2025-05-26,Groundnut,Maharashtra,Indore,9000.0,820.34,Indore
2025-05-27,Groundnut,Maharashtra,Indore,9000.0,495.29,Indore
2025-05-28,Groundnut,Maharashtra,Indore,9000.0,686.36,Indore
2025-05-29,Groundnut,Maharashtra,Indore,9000.0,908.09,Indore
2025-05-30,Groundnut,Maharashtra,Indore,9000.0,743.82,Indore
2025-05-31,Groundnut,Maharashtra,Indore,9000.0,341.72,Indore
2025-06-01,Groundnut,Maharashtra,Indore,9000.0,929.08,Indore
2025-06-02,Groundnut,Maharashtra,Indore,9000.0,592.4,Indore
2025-06-03,Groundnut,Maharashtra,Indore,9000.0,318.45,Indore
2025-06-04,Groundnut,Maharashtra,Indore,9000.0,269.14,Indore
2025-06-05,Groundnut,Maharashtra,Indore,9000.0,463.32,Indore
2025-06-06,Groundnut,Maharashtra,Indore,9000.0,449.52,Indore
2025-06-07,Groundnut,Maharashtra,Indore,9000.0,285.49,Indore
2025-06-08,Groundnut,Maharashtra,Indore,9000.0,867.34,Indore
2025-06-09,Groundnut,Maharashtra,Indore,9000.0,608.88,Indore
2025-06-10,Groundnut,Maharashtra,Indore,9000.0,961.12,Indore
2025-06-11,Groundnut,Maharashtra,Indore,9000.0,795.47,Indore
2025-06-12,Groundnut,Maharashtra,Indore,9000.0,778.61,Indore
2025-06-13,Groundnut,Maharashtra,Indore,9000.0,414.77,Indore
2025-06-14,Groundnut,Maharashtra,Indore,9000.0,740.94,Indore
2025-06-15,Groundnut,Maharashtra,Indore,9000.0,770.91,Indore
2025-06-16,Groundnut,Maharashtra,Indore,9000.0,625.11,Indore
2025-06-17,Groundnut,Maharashtra,Indore,9000.0,486.24,Indore
2025-06-18,Groundnut,Maharashtra,Indore,9000.0,248.86,Indore
2025-06-19,Groundnut,Maharashtra,Indore,9000.0,817.78,Indore
2025-06-20,Groundnut,Maharashtra,Indore,9000.0,290.11,Indore
2025-06-21,Groundnut,Maharashtra,Indore,9000.0,643.45,Indore
2025-06-22,Groundnut,Maharashtra,Indore,9000.0,321.87,Indore
2025-06-23,Groundnut,Maharashtra,Indore,9000.0,178.48,Indore
2025-06-24,Groundnut,Maharashtra,Indore,9000.0,766.75,Indore
2025-06-25,Groundnut,Maharashtra,Indore,9000.0,884.45,Indore
2025-06-26,Groundnut,Maharashtra,Indore,9000.0,945.93,Indore
2025-06-27,Groundnut,Maharashtra,Indore,9000.0,569.78,Indore
2025-06-28,Groundnut,Maharashtra,Indore,9000.0,665.63,Indore
2025-06-29,Groundnut,Maharashtra,Indore,9000.0,911.89,Indore
2025-06-30,Groundnut,Maharashtra,Indore,9000.0,731.6,Indore
2025-07-01,Groundnut,Maharashtra,Indore,9000.0,524.84,Indore
2025-07-02,Groundnut,Maharashtra,Indore,9000.0,758.04,Indore
2025-07-03,Groundnut,Maharashtra,Indore,9000.0,693.95,Indore
2025-07-04,Groundnut,Maharashtra,Indore,9000.0,540.2,Indore
2025-07-05,Groundnut,Maharashtra,Indore,9000.0,549.67,Indore
2025-07-06,Groundnut,Maharashtra,Indore,9000.0,839.3,Indore
2025-07-07,Groundnut,Maharashtra,Indore,9000.0,276.33,Indore
2025-07-08,Groundnut,Maharashtra,Indore,9000.0,297.71,Indore
2025-07-09,Groundnut,Maharashtra,Indore,9000.0,482.25,Indore
2025-07-10,Groundnut,Maharashtra,Indore,9000.0,277.81,Indore
2025-07-11,Groundnut,Maharashtra,Indore,9000.0,569.27,Indore
2025-07-12,Groundnut,Maharashtra,Indore,9000.0,524.22,Indore
2025-07-13,Groundnut,Maharashtra,Indore,9000.0,821.94,Indore
2025-07-14,Groundnut,Maharashtra,Indore,9000.0,773.72,Indore
2025-07-15,Groundnut,Maharashtra,Indore,9000.0,675.41,Indore
2025-07-16,Groundnut,Maharashtra,Indore,9000.0,589.35,Indore
2025-07-17,Groundnut,Maharashtra,Indore,9000.0,935.62,Indore
2025-07-18,Groundnut,Maharashtra,Indore,9000.0,555.78,Indore
2025-07-19,Groundnut,Maharashtra,Indore,9000.0,370.56,Indore
2025-07-20,Groundnut,Maharashtra,Indore,9000.0,760.17,Indore
2025-07-21,Groundnut,Maharashtra,Indore,9000.0,906.97,Indore
2025-07-22,Groundnut,Maharashtra,Indore,9000.0,142.58,Indore
2025-07-23,Groundnut,Maharashtra,Indore,9000.0,676.51,Indore
2025-07-24,Groundnut,Maharashtra,Indore,9000.0,815.94,Indore
2025-07-25,Groundnut,Maharashtra,Indore,9000.0,798.39,Indore
2025-07-26,Groundnut,Maharashtra,Indore,9000.0,856.2,Indore
2025-07-27,Groundnut,Maharashtra,Indore,9000.0,793.78,Indore
2025-07-28,Groundnut,Maharashtra,Indore,9000.0,419.97,Indore
2025-07-29,Groundnut,Maharashtra,Indore,9000.0,569.22,Indore
2025-07-30,Groundnut,Maharashtra,Indore,9000.0,489.58,Indore
2025-07-31,Groundnut,Maharashtra,Indore,9000.0,712.62,Indore
2025-08-01,Groundnut,Maharashtra,Indore,9000.0,826.27,Indore
2025-08-02,Groundnut,Maharashtra,Indore,9000.0,183.77,Indore
2025-08-03,Groundnut,Maharashtra,Indore,9000.0,537.42,Indore
2025-08-04,Groundnut,Maharashtra,Indore,9000.0,465.85,Indore
2025-08-05,Groundnut,Maharashtra,Indore,9000.0,340.98,Indore
2025-08-06,Groundnut,Maharashtra,Indore,9000.0,398.53,Indore
2025-08-07,Groundnut,Maharashtra,Indore,9000.0,276.65,Indore
2025-08-08,Groundnut,Maharashtra,Indore,9000.0,260.56,Indore
2025-08-09,Groundnut,Maharashtra,Indore,9000.0,292.76,Indore
2025-08-10,Groundnut,Maharashtra,Indore,9000.0,565.24,Indore
2025-08-11,Groundnut,Maharashtra,Indore,9000.0,343.41,Indore
2025-08-12,Groundnut,Maharashtra,Indore,9000.0,699.28,Indore
2025-08-13,Groundnut,Maharashtra,Indore,9000.0,959.37,Indore
2025-08-14,Groundnut,Maharashtra,Indore,9000.0,596.46,Indore
2025-08-15,Groundnut,Maharashtra,Indore,9000.0,606.9,Indore
2025-08-16,Groundnut,Maharashtra,Indore,9000.0,160.4,Indore
2025-08-17,Groundnut,Maharashtra,Indore,9000.0,181.0,Indore
2025-08-18,Groundnut,Maharashtra,Indore,9000.0,898.67,Indore
2025-08-19,Groundnut,Maharashtra,Indore,9000.0,807.51,Indore
2025-08-20,Groundnut,Maharashtra,Indore,9000.0,201.36,Indore
2025-08-21,Groundnut,Maharashtra,Indore,9000.0,243.16,Indore
2025-08-22,Groundnut,Maharashtra,Indore,9000.0,594.31,Indore
2025-08-23,Groundnut,Maharashtra,Indore,9000.0,294.98,Indore
2025-08-24,Groundnut,Maharashtra,Indore,9000.0,825.83,Indore
2025-08-25,Groundnut,Maharashtra,Indore,9000.0,971.12,Indore
2025-08-26,Groundnut,Maharashtra,Indore,9000.0,391.13,Indore
2025-08-27,Groundnut,Maharashtra,Indore,9000.0,908.49,Indore
2025-08-28,Groundnut,Maharashtra,Indore,9000.0,300.58,Indore
2025-08-29,Groundnut,Maharashtra,Indore,9000.0,614.97,Indore
2025-08-30,Groundnut,Maharashtra,Indore,9000.0,825.26,Indore
2025-08-31,Groundnut,Maharashtra,Indore,9000.0,993.46,Indore
2025-09-01,Groundnut,Maharashtra,Indore,9000.0,130.59,Indore
2025-09-02,Groundnut,Maharashtra,Indore,9000.0,828.38,Indore
2025-09-03,Groundnut,Maharashtra,Indore,9000.0,413.4,Indore
2025-09-04,Groundnut,Maharashtra,Indore,9000.0,934.25,Indore
2025-09-05,Groundnut,Maharashtra,Indore,9000.0,972.95,Indore
2025-09-06,Groundnut,Maharashtra,Indore,9000.0,642.83,Indore
2025-09-07,Groundnut,Maharashtra,Indore,9000.0,530.04,Indore
2025-09-08,Groundnut,Maharashtra,Indore,9000.0,598.96,Indore
2025-09-09,Groundnut,Maharashtra,Indore,9000.0,213.52,Indore
2025-09-10,Groundnut,Maharashtra,Indore,9000.0,792.63,Indore
